date,1. open,2. high,3. low,4. close,5. volume,Thomson Reuters,1. open,2. high,3. low,4. close,5. volume,Facebook,1. open,2. high,3. low,4. close,5. volume,Apple,1. open,2. high,3. low,4. close,5. volume,Amazon,1. open,2. high,3. low,4. close,5. volume,Netflix,1. open,2. high,3. low,4. close,5. volume,GM,1. open,2. high,3. low,4. close,5. volume,Starbucks,1. open,2. high,3. low,4. close,5. volume,Nike,1. open,2. high,3. low,4. close,5. volume,Boeing,1. open,2. high,3. low,4. close,5. volume,McDonalds
2019-06-28,63.6900,67.2400,63.0295,64.4600,7960152,,175.0000,194.5300,160.8400,193.0000,426428460,,175.6000,201.5700,170.2700,197.9200,515218768,,1760.0100,1935.2000,1672.0000,1893.6300,74746589,,343.5600,375.0000,332.6500,367.3200,111051934,,33.3500,38.9850,33.0800,38.5300,175431010,,76.1200,85.2000,75.6500,83.8300,163307513,,77.2400,86.8500,77.0800,83.9500,134666373,,338.2000,379.3100,330.6700,364.0100,80830733,,198.3600,207.9900,197.3200,207.6600,63765552,
2019-05-31,62.0000,65.6600,60.8500,63.6900,9906442,,194.7800,196.1769,177.1600,177.4700,286821828,,209.8800,215.3100,174.9900,175.0700,739456573,,1933.0900,1964.4000,1772.7000,1775.0700,98214360,,374.0000,385.9900,341.3900,343.2800,125298454,,39.0000,39.2000,33.1500,33.3400,219725912,,77.6700,79.6501,74.3300,76.0600,168827944,,87.7300,87.9500,77.0700,77.1400,161722404,,378.5300,381.1951,337.0000,341.6100,102803453,,195.8700,201.1462,193.3200,198.2700,58589823,
2019-04-30,59.3300,61.8850,58.2400,61.8400,8922866,,167.8300,198.4800,167.2789,193.4000,382184268,,191.6400,208.4800,188.3800,200.6700,506117812,,1800.1100,1956.3400,1798.7300,1926.5200,81293632,,359.0000,384.8000,342.2700,370.5400,165087220,,37.4000,40.4500,37.3300,38.9500,159364373,,74.7600,77.7900,73.7300,77.6800,146497696,,85.0400,90.0000,83.9700,87.8300,117372447,,385.8000,398.6600,362.9200,377.6900,141408429,,190.5000,200.0000,186.7000,197.5700,53514376,
2019-03-29,54.4600,59.3800,53.7300,59.2000,12535175,,162.6000,174.3000,159.2800,166.6900,388172717,,174.2800,197.6900,169.5000,189.9500,650981384,,1655.1300,1823.7500,1586.5700,1780.7500,100832035,,362.2600,379.0000,342.4700,356.5600,144841905,,39.8500,41.5000,36.2600,37.1000,179460401,,70.6300,74.4801,69.0300,74.3400,192665359,,86.9300,88.5900,80.8900,84.2100,157838185,,446.0100,446.0100,361.5250,381.4200,256769368,,184.5900,190.5200,178.2700,189.9000,63643209,
2019-02-28,52.5800,55.4600,52.1400,54.4100,10685126,,165.8400,172.4700,159.5900,161.4500,302243555,,166.9600,175.8700,165.9300,173.1500,472540723,,1638.8800,1673.0600,1566.7600,1639.8300,80936924,,337.1800,371.4900,336.5000,358.1000,148192110,,38.9100,40.7400,38.0050,39.4800,180097972,,68.5900,72.0700,67.0800,70.2600,215347812,,81.8300,86.4000,80.8300,85.7300,104258695,,386.1100,441.4200,384.7263,439.9600,76882678,,179.5500,184.7050,173.4100,183.8400,76828941,
2019-01-31,47.9400,52.5700,46.8400,52.3400,11571105,,128.9900,171.6800,128.5600,166.6900,527561443,,154.8900,169.0000,142.0000,166.4400,828099179,,1465.2000,1736.4100,1460.9300,1718.7300,134015530,,259.2800,358.8500,256.5800,339.5000,306630336,,32.8500,39.1400,32.2000,39.0200,245902532,,63.6800,69.4900,61.3950,68.1400,276734947,,72.7900,81.9500,71.2100,81.8800,153019853,,316.1900,391.9690,309.4000,385.6200,90787876,,175.4100,189.4200,174.1680,178.7800,80007319,
2018-12-31,51.0000,51.7450,46.4500,48.3100,18621225,,143.0000,147.1900,123.0200,131.0900,558786249,,184.4600,184.9400,146.5900,157.7400,898917007,,1769.4600,1778.3400,1307.0000,1501.9700,154812304,,293.1900,298.7200,231.2300,267.6600,234304628,,39.0000,39.6100,31.4600,33.4500,227530304,,67.3700,68.1500,60.4200,64.4000,250213941,,77.1000,79.0000,66.5300,74.1400,180368616,,364.3100,369.0000,292.4704,322.5000,91163757,,188.1000,188.4200,169.0400,177.5700,75800038,
2018-11-30,46.6800,50.5650,45.7700,50.3200,18554584,,151.5200,154.1300,126.8500,140.6100,518150415,,219.0500,222.3600,170.2600,178.5800,961321947,,1623.5300,1784.0000,1420.0000,1690.1700,139290208,,304.5900,332.0499,250.0000,286.1300,257126498,,36.2400,38.7500,33.8500,37.9500,266803639,,58.3000,68.9800,58.0700,66.7200,326989373,,75.2300,78.5900,69.5200,75.1200,132668419,,357.4700,373.7000,296.6100,346.7600,85447858,,176.6700,190.8800,174.0000,188.5100,77563165,
2018-10-31,45.8300,47.5500,44.3900,46.6000,76987134,,163.0300,165.8800,139.0300,151.7900,622446235,,227.9500,233.4700,206.0900,218.8600,789748068,,2021.9900,2033.1900,1476.3600,1598.0100,183228552,,375.8500,386.7999,271.2093,301.7800,363589920,,34.3000,37.0500,30.5600,36.5900,389485252,,56.9100,59.7000,54.7050,58.2700,285963142,,85.1000,85.8500,70.6900,75.0400,199348891,,375.1600,394.2800,328.6300,354.8600,100264606,,168.3700,178.9600,161.8200,176.9000,105093759,
2018-09-28,44.2700,45.9300,44.1150,45.6800,74580386,,173.5000,173.8900,158.8656,164.4600,500468912,,228.4100,229.6700,215.3000,225.7400,678972040,,2026.5000,2050.5000,1865.0000,2003.0000,94445693,,366.4700,383.2000,335.8300,374.1300,170832156,,36.0000,36.4900,33.2800,33.6700,241373894,,53.4400,57.8400,53.2148,56.8400,177505869,,79.3900,86.0400,79.0000,84.7200,165673751,,341.6000,374.2200,337.3100,371.9000,64529319,,161.8100,167.8300,156.5600,167.2900,70751416,
2018-08-31,41.5600,46.2900,40.6300,44.5300,34381955,,173.9300,188.3000,170.2700,175.7300,549016789,,199.1300,228.8700,197.3100,227.6300,700318837,,1784.0000,2025.5700,1776.0200,2012.7100,96575676,,335.8700,376.8085,310.9280,367.6800,213144082,,37.8900,38.3200,35.2100,36.0500,226195368,,52.2400,54.4400,51.1950,53.4500,198193488,,76.5000,83.6800,76.5000,82.2000,123705234,,354.0900,357.9103,328.0300,342.7900,62972673,,156.5700,163.3400,153.1300,162.2300,68788970,
2018-07-31,40.1200,42.5800,39.9900,41.4000,12979879,,193.3700,218.6200,166.5600,172.5800,652763259,,183.8200,195.9600,183.4200,190.2900,393843881,,1682.7000,1880.0500,1678.0600,1777.4400,97629820,,385.4500,419.7700,328.0000,337.4500,305487432,,39.0800,40.5000,36.2600,37.9100,229710896,,48.6400,52.8450,48.4000,52.3900,244837235,,78.5800,79.4800,75.0600,76.9100,122371353,,330.6900,364.5400,329.1000,356.3000,60261625,,155.9900,160.9800,154.7100,157.5400,70670147,
2018-06-29,38.8400,41.2800,38.8400,40.3200,27965213,,193.0650,203.5500,186.4300,194.3200,387265765,,187.9912,194.2000,180.7300,185.1100,527624365,,1637.0300,1763.1000,1635.0900,1699.8000,85941510,,353.8800,423.2056,352.8200,391.4300,244032001,,42.9800,45.0000,39.3700,39.4000,279801349,,56.8400,57.9400,47.3700,48.8500,338561410,,72.1200,81.0000,71.1500,79.6800,156797635,,355.7900,374.4800,327.2900,335.5100,84540246,,159.9000,171.5600,155.1000,156.6900,94967364,
2018-05-31,40.1300,40.2600,36.5200,38.8200,25557396,,172.0000,192.7200,170.2300,191.7800,401144183,,166.4102,190.3700,165.2700,186.8700,620976206,,1563.2200,1635.0000,1546.0200,1629.6200,71615299,,310.3600,356.1000,305.7300,351.6000,142051114,,36.7600,42.7700,35.2800,42.7000,236116920,,57.6700,59.0400,55.5400,56.6700,150516464,,67.9800,73.4900,66.6400,71.8000,129565709,,332.5000,365.0000,319.1250,352.1600,85712842,,166.3800,167.3000,159.0800,160.0100,71237678,
2018-04-30,38.6100,40.4600,38.4500,40.2200,16136696,,157.8100,177.1000,150.5100,172.0000,751130388,,167.8800,178.9365,160.6300,165.2600,666360147,,1417.6200,1638.1000,1352.8800,1566.1300,129945743,,291.9400,338.8200,271.2239,312.4600,262064417,,36.1000,39.6700,35.2300,36.7400,221982348,,57.5200,60.1800,55.3800,57.5700,178573092,,65.9700,70.0000,63.2100,68.3900,159265245,,325.2000,347.6700,311.8800,333.5600,103827712,,158.2700,167.9500,155.0100,167.4400,89383028,
