date,1. open,2. high,3. low,4. close,5. volume,Thomson Reuters,1. open,2. high,3. low,4. close,5. volume,Facebook,1. open,2. high,3. low,4. close,5. volume,Apple,1. open,2. high,3. low,4. close,5. volume,Amazon,1. open,2. high,3. low,4. close,5. volume,Netflix,1. open,2. high,3. low,4. close,5. volume,GM,1. open,2. high,3. low,4. close,5. volume,Starbucks,1. open,2. high,3. low,4. close,5. volume,Nike,1. open,2. high,3. low,4. close,5. volume,Boeing,1. open,2. high,3. low,4. close,5. volume,McDonalds
2018-03-29,39.3900,40.6800,38.2200,38.6500,18447525,,179.0100,186.1000,149.0200,159.7900,983045332,,178.5400,183.5000,164.9400,167.7800,701387082,,1513.6000,1617.5400,1365.2000,1447.3400,128401298,,292.7500,333.9800,275.9000,295.3500,260507993,,39.5900,39.5900,34.5000,36.3400,284538743,,57.0000,60.7000,55.6805,57.8900,182361240,,67.2400,67.6900,63.8900,66.4400,171936251,,362.3300,362.7400,311.1700,327.8800,136426264,,157.8000,163.2300,146.8400,156.3800,107212984,
2018-02-28,42.9400,43.3400,39.0100,39.3900,25299688,,188.2200,195.3200,167.1800,178.3200,497869797,,167.1650,180.6150,150.2400,178.1200,888378184,,1445.0000,1528.7000,1265.9300,1512.4500,133362428,,266.4100,297.3600,236.1100,291.3800,180222504,,42.1200,43.5600,39.3150,39.3500,263285557,,56.2800,57.9200,53.5600,57.1000,230144559,,67.6700,70.2500,62.0900,67.0300,158347800,,352.9500,371.6000,317.3900,362.2100,114936714,,170.2700,173.5400,153.8600,157.7400,104508120,
2018-01-31,43.7000,48.0900,42.9000,43.3100,24689105,,177.6800,190.6600,175.8000,186.8900,464919779,,170.1600,180.1000,164.7000,167.4300,639245534,,1172.0000,1472.5800,1170.5100,1450.8900,94145634,,196.1000,286.8100,195.4200,270.3000,226315174,,41.2400,45.5200,41.1500,42.4100,265777865,,57.9500,61.9400,56.5500,56.8100,236290122,,62.8500,68.8300,62.5500,68.2200,152637849,,295.7500,360.9700,295.3960,354.3700,123418201,,173.7300,178.7000,170.2700,171.1400,77711752,
2017-12-29,44.4200,44.7100,43.0500,43.5900,13900214,,176.0300,182.2800,169.0100,176.4600,308647940,,169.9500,177.2000,166.4600,169.2300,518560008,,1172.0500,1194.7800,1124.7400,1169.4700,56130525,,186.9900,194.4900,178.3800,191.9600,110711885,,43.1900,43.4200,40.7000,40.9900,225927842,,57.5000,60.0500,56.4610,57.4300,169758332,,60.4200,65.1850,59.2400,62.5500,192794503,,277.5100,299.3300,270.6000,294.9100,69489524,,172.7700,175.7800,170.3900,172.1200,54283506,
2017-11-30,45.5000,45.5400,43.4000,44.0700,16256321,,182.3600,184.2500,174.0000,177.1800,335337226,,169.8700,176.2400,165.2800,171.8500,581876496,,1105.4000,1213.4100,1086.8700,1176.7500,76272767,,197.2400,202.4800,184.3200,187.5800,110007825,,42.7200,45.3500,41.3500,43.0900,261426426,,55.1000,58.1399,54.0500,57.8200,209067295,,55.4200,61.2100,54.5900,60.4200,180750258,,258.2900,277.0400,256.2400,276.8000,51973768,,165.7200,173.1700,163.5200,171.9700,58583554,
2017-10-31,45.9500,48.6100,45.7550,46.8400,16676095,,171.3900,180.8000,168.2900,180.0600,309836859,,154.2600,169.6499,152.4600,169.0400,496135305,,964.0000,1122.7900,950.3700,1105.2800,80304293,,182.1100,204.3800,176.5800,196.4300,202226058,,41.0100,46.7600,40.8000,42.9800,350954575,,53.8600,56.4300,53.6600,54.8400,176151561,,52.1600,57.2500,50.3500,54.9900,222784881,,254.6500,267.2100,253.5301,257.9800,67863396,,156.0000,167.9000,155.8009,166.9100,69750851,
2017-09-29,46.0400,46.3500,44.7600,45.8800,14365940,,172.4000,174.0000,161.5600,170.8700,300559928,,164.8000,164.9400,149.1600,154.1200,669594016,,984.2000,1000.0000,931.7500,961.3500,58038449,,175.5500,189.9500,172.4400,181.3500,109725318,,36.7300,40.6900,36.6200,40.3800,265249552,,54.9000,55.6000,53.0500,53.7100,181225388,,53.0000,54.1600,51.0300,51.8500,208199466,,239.6600,259.3000,234.2900,254.2100,75790045,,159.8700,161.7200,153.2700,156.6800,80908292,
2017-08-31,47.5800,47.9400,44.9700,45.6900,23224309,,169.8200,173.0500,165.0000,171.9700,297781301,,149.1000,164.5200,148.4100,164.0000,638221161,,990.6500,1003.2100,936.3300,980.6000,75779478,,182.4900,184.6200,164.2300,174.7100,133570518,,35.1600,36.7400,34.6100,36.5400,191774490,,54.5700,56.1200,52.5800,54.8600,231616354,,59.0000,60.5300,52.0650,52.8100,171986984,,243.3800,243.9910,230.9400,239.6600,82801244,,154.9800,160.0000,153.2300,159.9700,65774597,
2017-07-31,46.2900,46.5500,45.4000,45.8900,21449577,,151.7200,175.4900,147.8000,169.2500,402911091,,144.8800,153.9900,142.4100,148.7300,411377229,,972.7900,1083.3100,951.0001,987.7800,76564735,,149.8000,191.5000,144.2500,181.6600,176027440,,34.5200,36.6300,34.4500,35.9800,202440408,,58.9000,59.6600,53.4100,53.9800,215322072,,58.3700,60.0000,57.0000,59.0500,156279596,,198.0700,246.4900,197.7500,242.4600,74672813,,153.4400,159.9800,151.7700,155.1400,68899209,
2017-06-30,43.5800,47.0400,43.4100,46.2900,44441914,,151.7500,156.5000,144.5600,150.9800,405705533,,153.1700,155.9800,142.2000,144.0200,664986406,,998.5900,1017.0000,927.0000,968.0000,94729701,,163.5200,166.8700,147.3000,149.4100,134019677,,34.0600,35.0500,33.0500,34.9300,258917993,,63.5100,64.8700,57.9550,58.3100,167580211,,53.0600,59.7100,50.7900,59.0000,270008214,,187.4100,204.3900,184.5300,197.7500,63929606,,150.7900,155.4600,148.0400,153.1600,69880938,
2017-05-31,45.0300,45.0500,42.8200,43.6600,22255467,,151.7400,153.6000,144.4200,151.4600,390036541,,145.1000,156.6500,144.2700,152.7600,635292989,,927.8000,1001.2000,927.8000,994.6200,75223469,,151.9100,164.7500,151.6100,163.0700,114553205,,34.6300,34.6500,31.9200,33.9300,320716494,,60.0000,63.6100,58.8700,63.6100,158403811,,55.4300,55.4500,50.8100,52.9900,222565773,,184.2300,188.2600,175.4710,187.6300,64766216,,139.8600,151.1450,139.8400,150.8900,74557646,
2017-04-28,43.1000,46.0000,42.4700,45.4300,19529876,,141.9300,151.5300,138.8100,150.2500,273330661,,143.7100,145.4600,140.0600,143.6500,371280180,,888.0000,949.5900,884.4900,924.9900,72336605,,146.7000,153.5200,138.6600,152.2000,149459734,,35.3300,35.4000,33.3700,34.6400,249119858,,58.2800,61.9400,57.3800,60.0600,176877493,,55.7400,56.6900,54.5000,55.4100,137408463,,177.0800,184.9300,175.5000,184.8300,52138668,,129.5000,142.7900,128.6500,139.9300,67091296,
2017-03-31,42.5400,44.2250,42.2200,43.2300,31601912,,136.4700,142.9500,136.0800,142.0500,342098632,,137.8900,144.5000,137.0500,143.6600,562091214,,853.0500,890.3500,833.5000,886.5400,60722752,,142.8400,148.2900,138.2600,147.8100,106572265,,37.2000,38.5500,33.7901,35.3600,397939019,,57.2700,58.6600,54.0900,58.3900,225546650,,57.8600,59.0000,53.7600,55.7300,212482061,,181.8500,185.7100,173.7500,176.8600,71350036,,128.0200,130.1900,127.3400,129.6100,89813104,
2017-02-28,44.6400,45.1200,42.2700,42.3000,30747372,,132.2500,137.1800,130.3000,135.5400,384700625,,127.0300,137.4800,127.0100,136.9900,574968547,,829.2100,860.8600,803.0000,845.0400,71748231,,141.2000,145.9500,139.0500,142.1300,87621026,,36.6800,38.1050,34.7200,36.8400,262935292,,55.4900,57.8500,53.8100,56.8700,196153792,,52.9800,58.4200,52.0500,57.1600,178368336,,164.2500,181.9300,160.8200,180.2300,67316790,,121.9000,128.9000,121.7000,127.6500,64269565,
2017-01-31,43.8700,45.5000,43.6700,44.8400,11979147,,116.0300,133.1400,115.5100,130.3200,379004804,,115.8000,122.4400,114.7600,121.3500,563331160,,757.9200,843.8400,747.7000,823.4800,70714587,,124.9600,143.4600,124.3100,140.7100,182188811,,34.9800,38.3750,34.8400,36.6100,287447177,,55.9100,59.0000,54.8800,55.2200,188767845,,51.9900,54.1200,51.6300,52.9000,175868693,,156.3000,170.0000,155.2100,163.4200,73333268,,121.8600,123.3400,118.1800,122.5700,76907886,
2016-12-30,43.3600,45.6800,42.9600,43.7800,14567783,,118.3800,122.5000,114.0000,115.0500,408728358,,110.3650,118.0166,108.2500,115.8200,608771645,,752.4100,782.4600,736.7000,749.8700,73660584,,117.5200,129.0700,113.9500,123.8000,128529159,,34.8100,37.7400,34.6700,34.8400,310498596,,57.3400,59.5400,55.4000,55.5200,165873543,,50.1100,53.3500,50.0600,50.8300,215449732,,150.7400,160.0700,150.0200,155.6800,63377275,,118.9600,123.9950,117.7100,121.7200,78633114,
2016-11-30,39.6300,43.5500,39.6300,43.2100,18055266,,131.4100,131.9400,113.5535,118.4200,654602125,,113.4600,113.7700,104.0800,110.5200,721554967,,799.0000,800.8400,710.1000,750.5700,110085967,,124.9800,125.8300,110.6800,117.0000,147512942,,31.7000,34.9800,30.2100,34.5300,314360678,,53.1400,58.2500,50.8400,57.9700,237025776,,50.5000,51.8900,49.0100,50.0700,166094640,,142.9500,153.0800,138.8038,150.5600,73958302,,112.6500,121.8700,110.8300,119.2700,89091662,
2016-10-31,41.2000,41.7500,39.2300,39.4100,14748777,,128.3800,133.5000,126.7500,130.9900,313284563,,112.7100,118.6900,112.2800,113.5400,686914224,,836.0000,847.2100,774.6100,789.8200,77063812,,98.0000,129.2900,97.6300,124.8700,274097791,,31.6400,33.0800,30.8800,31.6000,244459157,,54.1000,54.4600,52.5900,53.0700,148547103,,52.5400,53.0600,50.0000,50.1800,190303121,,131.2800,146.2300,130.7400,142.4300,77391095,,115.0100,115.7400,110.3300,112.5700,100847762,
2016-09-30,41.4600,42.6000,40.2600,41.3800,21164258,,126.3800,131.9800,125.6000,128.2700,376582063,,106.1400,116.1800,102.5300,113.0500,970096738,,770.9000,839.9500,756.0000,837.3100,67354133,,97.8100,100.3500,93.2600,98.5500,169724435,,31.8600,32.5500,30.1300,31.7700,299326071,,56.3000,56.6500,52.9000,54.1400,192746456,,57.6700,59.1800,52.1200,52.6500,230853452,,130.0300,133.0800,126.3100,131.7400,71563435,,115.5100,119.2400,114.1300,115.3600,91505549,
2016-08-31,41.6000,42.3735,41.0100,41.4900,15888236,,123.8500,126.7300,122.0700,126.1200,365670913,,104.4100,110.2300,104.0000,106.1000,630128567,,759.8700,774.9800,750.3500,769.1600,50000397,,91.2300,98.8500,90.5000,97.4500,182611315,,31.5400,32.0900,29.8200,31.9200,262301383,,58.0000,58.0500,54.8500,56.2300,179342415,,55.7300,60.3300,54.2800,57.6500,181025177,,133.2100,136.3700,129.1400,129.4500,61477928,,117.8800,120.0200,113.9600,115.6600,100619488,
2016-07-29,40.4200,43.6770,39.8800,42.1100,15880245,,114.2000,128.3300,112.9700,123.9400,470108473,,95.4900,104.5500,94.3700,104.2100,685779613,,717.3200,766.0000,716.5400,758.8100,68635440,,95.0000,101.2700,84.5000,91.2500,320137989,,28.6900,32.8700,27.5200,31.5400,295967481,,57.0400,58.8400,56.0600,58.0500,203692842,,55.0700,58.8650,54.8200,55.5000,166857432,,129.5400,139.4500,123.9600,133.6600,76136761,,119.7200,128.6000,117.4300,117.6500,109889931,
2016-06-30,42.0900,42.8100,38.2300,40.4200,20721098,,118.5000,119.4400,108.2300,114.2800,451155442,,99.0200,101.8900,91.5000,95.6000,780630235,,720.9000,731.5000,682.1150,715.6200,74556809,,101.5000,102.1500,84.8100,91.4800,218261920,,31.1500,31.1500,27.3400,28.3000,303545859,,54.7600,57.1900,53.4100,57.1200,176269532,,53.3300,55.6400,51.4750,55.2000,316314998,,126.0000,134.5500,122.3500,129.8700,102752300,,121.6000,124.0800,116.0800,120.3400,123238915,
2016-05-31,40.6200,42.3800,39.9800,42.0500,17688519,,117.8300,121.0800,114.8000,118.8100,460559986,,93.9650,100.7300,89.4700,99.8600,901144768,,663.9200,724.2300,656.0000,722.7900,90623145,,90.4100,104.0000,85.7400,102.5700,265066427,,32.0500,32.1200,30.1700,31.2800,210036448,,56.2900,57.6000,54.1900,54.8900,164837619,,59.0900,59.9900,55.1700,55.2200,192223944,,134.3800,135.2400,125.8800,126.1500,82264788,,126.6500,131.9600,121.6200,122.0600,116537484,
2016-04-29,40.0200,42.0000,39.5100,41.1300,17185085,,113.7500,120.7900,106.3100,117.5800,741613866,,108.7800,112.3900,92.5100,93.7400,872383623,,590.4900,669.9800,585.2500,659.5900,78464320,,102.9300,111.8500,88.2100,90.0300,340174277,,31.1800,33.4100,29.1800,31.8000,249296092,,59.6100,61.6400,55.2900,56.2300,197551901,,61.2200,61.8500,56.8900,58.9400,178109174,,126.2300,137.8900,125.1100,134.8000,96184220,,125.1900,129.8000,124.8700,126.4900,111356039,
2016-03-31,36.8800,40.9800,36.2100,40.4800,20619985,,107.8300,116.9900,104.4000,114.1000,521143963,,97.6500,110.4200,97.4200,108.9900,745756771,,556.2900,603.2400,538.5800,593.6400,93964682,,94.5800,104.9100,93.6100,102.2300,311298972,,30.0200,32.3800,28.9200,31.4300,269313331,,58.7700,60.4500,56.5700,59.7000,180386271,,61.9700,65.4400,57.9500,61.4700,230270451,,119.0100,136.7800,118.2500,126.9400,107829245,,117.9100,126.9600,115.3248,125.6800,138066948,
2016-02-29,36.3700,38.0199,34.0100,36.6000,21494507,,112.2700,117.5900,96.8200,106.9200,874152635,,96.4700,98.8900,92.5900,96.6900,810862547,,578.1500,581.8000,474.0000,552.5200,124144797,,91.7900,97.4800,79.9500,93.4100,389268936,,29.4600,30.2500,26.6900,29.4400,327501916,,60.6600,61.7850,52.6300,58.2100,223871375,,61.7500,63.5000,53.6400,61.5900,211294337,,119.6400,124.9100,102.1000,118.1800,153177470,,123.0800,124.8300,112.7100,117.1900,163016138,
2016-01-29,37.3100,37.6000,33.9600,37.4000,21891718,,101.9500,112.8400,89.3700,112.2100,792709100,,102.6100,105.8500,92.3900,97.3400,1271848087,,656.2900,657.7150,547.1800,587.0000,130200780,,109.0000,122.1800,90.1100,91.8400,488193128,,33.4500,33.5400,28.3200,29.6400,376807104,,58.7700,60.8800,54.9400,60.7700,262884958,,61.1100,62.5900,56.5900,62.0100,201071965,,141.3800,141.7000,115.0200,120.1300,135829847,,117.2500,124.3500,113.0000,123.7800,163683442,
2015-12-31,40.5400,41.2600,37.1400,37.8500,16761315,,104.8300,107.9200,101.4600,104.6600,440479804,,118.7500,119.8600,104.8200,105.2600,922626259,,673.7500,696.4400,635.2700,675.8900,90220804,,124.4700,133.2700,113.8500,114.3800,320005595,,35.9500,36.5200,33.5400,34.0100,228926730,,61.0800,62.5390,58.2700,60.0300,174962881,,132.1200,136.3900,62.1500,62.5000,138164828,,146.5400,149.8000,138.8900,144.5900,79660595,,114.5200,120.2300,112.9100,118.1400,115004680,
2015-11-30,41.0300,41.4700,38.8330,40.3400,16635033,,102.4600,110.6500,100.4700,104.2400,547199822,,119.8700,123.8200,111.0000,118.3000,750606735,,627.1300,682.7700,620.4100,664.8000,87301503,,109.2000,126.6000,101.8600,123.3300,320277028,,34.8800,36.8800,34.1850,36.2000,211953154,,63.0100,63.1900,59.5000,61.3900,141502568,,131.7300,135.3000,120.4200,132.2800,81560185,,148.3800,150.5850,141.5900,145.4500,52889444,,112.4600,114.9900,109.6000,114.1600,129787964,
2015-10-30,40.4700,42.4300,39.8900,41.0200,18765293,,90.0500,105.1200,88.3600,101.9700,571991600,,109.0700,121.2200,107.3100,119.5000,1113703829,,511.0000,630.7200,506.0000,625.9000,97188843,,102.9100,115.8300,96.2600,108.3800,446442151,,30.2900,36.0550,29.9800,34.9100,324318496,,56.9900,64.0000,55.8900,62.5700,195656151,,123.1600,133.5200,121.0000,131.0300,88963013,,131.3200,149.6000,128.5600,148.0700,92142317,,98.5000,113.9590,97.1300,112.2500,170911336,
2015-09-30,38.2000,40.6100,37.6800,40.2600,22265049,,86.9900,96.4900,85.7200,89.9000,634104916,,110.1800,116.8900,107.3600,110.3000,1203789074,,499.1400,549.7800,490.5000,511.8900,76602841,,109.3600,111.2400,93.5500,103.2600,496545738,,29.1800,31.8100,28.3800,30.0200,356102158,,52.8200,58.9600,52.7400,56.8400,187308241,,108.9800,125.9500,108.0300,122.9700,111009743,,128.1600,139.9100,126.9400,130.9500,81195295,,92.7700,98.9700,92.6000,98.5300,123662276,
2015-08-31,40.3500,41.3600,36.4900,38.8200,22209804,,93.5300,98.7400,72.0000,89.4300,709770559,,121.5000,122.5700,92.0000,112.7600,1606359115,,537.4500,542.7400,451.0000,512.8900,82893196,,114.6000,129.2900,85.5000,115.0300,469605799,,31.7900,32.2500,24.6200,29.4400,388156191,,58.6200,59.3198,42.0500,54.7100,223575103,,115.5100,117.7199,94.5000,111.7500,84870519,,144.4400,146.7700,115.1400,130.6800,92786450,,100.0000,101.8800,87.5000,95.0200,137509616,
2015-07-31,38.4700,40.9900,37.1900,40.4500,16934491,,86.7700,99.2400,85.2310,94.0100,790781334,,126.9000,132.9700,119.2200,121.3000,1058280697,,439.3500,580.5700,425.5700,536.1500,102069942,,663.6400,716.1600,97.0500,114.3100,266271497,,33.6100,33.6100,29.8850,31.5100,421897537,,53.8600,59.3100,53.3101,57.9300,177930694,,108.9500,115.9400,108.5900,115.2200,63468507,,140.4800,149.1800,139.0000,144.1700,70112667,,95.1000,101.1000,94.7300,99.8600,124130821,
2015-06-30,39.9600,40.2701,37.9600,38.0700,16280263,,79.3000,89.4000,78.6600,85.7650,537956820,,131.2000,131.3900,124.4800,125.4250,878606841,,430.4000,447.0400,419.1400,434.0900,54989227,,621.8600,706.2400,615.6100,656.9400,67037351,,36.0600,36.5399,33.0600,33.3300,301968673,,51.9600,54.7500,51.1000,53.6150,150833733,,101.7700,110.3400,100.7800,108.0200,68526210,,141.4500,146.5300,138.4400,138.7200,70452301,,95.8400,97.9600,94.0198,95.0700,110420877,
2015-05-29,40.9400,41.5400,39.5300,39.9600,12952034,,79.2400,81.8450,76.7900,79.1900,421870709,,126.1000,132.9700,123.3600,130.2800,954152126,,423.8200,439.0000,414.5500,429.2300,51984199,,558.9900,631.4400,552.2600,624.0600,40004097,,35.1700,36.5750,34.5100,35.9700,247974427,,49.9500,52.2300,48.5700,51.9600,134474323,,99.8800,105.5000,99.4100,101.6700,57038636,,144.4100,148.3000,140.3200,140.5200,79297674,,96.7300,101.0800,95.5700,95.9300,131628673,
2015-04-30,40.5100,42.6400,40.2200,41.0600,22108326,,82.5000,85.5900,78.3200,78.7700,542124478,,124.8200,134.5400,123.1000,125.1500,996135511,,372.1000,452.6500,368.3400,421.7800,84404887,,417.5000,576.1300,409.2500,556.5000,72638621,,37.2700,37.4500,34.9300,35.0600,397017858,,94.2800,95.2800,47.2500,49.5800,158746009,,100.0000,102.0000,98.1400,98.8400,56225945,,149.9700,155.5000,142.7500,143.3400,84496624,,96.8100,99.3500,94.4600,96.5500,136186949,
2015-03-31,39.1700,41.1500,38.7500,40.5600,20132430,,79.0000,86.0699,77.2600,82.2150,575349997,,129.2500,130.2800,121.6300,124.4300,1138641910,,380.8500,388.4182,365.6500,372.1000,55502746,,474.0000,480.2500,410.0100,416.6900,46838521,,37.4100,38.9950,36.7300,37.5000,290497517,,93.3300,99.2000,91.2200,94.7000,97965663,,96.8900,103.7900,95.1800,100.3300,94573647,,150.7500,156.9100,145.9600,150.0800,81598641,,98.6200,101.0900,94.9400,97.4400,164728372,
2015-02-27,38.9200,40.3650,37.9400,39.2700,19404619,,76.1100,81.3700,73.4500,78.9700,475148609,,118.0500,133.6000,116.0800,128.4600,1136535493,,350.0500,389.3700,350.0100,380.1600,70847240,,439.9000,486.4990,433.6900,474.9100,29957829,,32.6700,38.1800,32.4400,37.3100,325763066,,87.6800,94.8300,85.8600,93.4850,75132832,,92.6800,97.4050,90.6901,97.1200,69465735,,143.7200,158.8300,143.0500,150.8500,92501346,,92.0500,99.8800,91.4300,98.9000,141325896,
2015-01-30,40.2200,40.4400,38.0200,38.4000,17027103,,78.5800,79.2455,73.5400,75.9100,546057661,,111.3900,120.0000,104.6300,117.1600,1304879185,,312.5800,359.5000,285.2500,354.5300,103040529,,344.0600,457.3800,316.8500,441.8000,60846647,,35.2700,36.4500,32.3600,32.6200,322791897,,82.1300,89.5900,78.5600,87.5300,133589204,,96.5500,97.4500,92.0300,92.2500,65447377,,131.0700,148.2500,126.1800,145.3700,109099275,,94.1300,95.0000,88.7700,92.4400,152700640,
2014-12-31,39.1400,41.4400,38.4300,40.3400,15223508,,77.2600,82.1700,74.4000,78.0200,534690249,,118.8100,119.2500,106.2600,110.3800,1073775862,,338.1200,340.6400,293.0300,310.3500,86874154,,345.0000,357.9500,315.5405,341.6100,38031004,,33.3100,35.4500,30.3000,34.9100,297195991,,81.0000,84.2000,78.4400,82.0500,111090167,,98.6600,99.5000,92.8300,96.1500,84344488,,134.3100,134.4000,120.5800,129.9800,96865567,,96.1500,97.0000,87.6200,93.7000,161835597,
2014-11-28,37.2000,39.6900,36.8100,39.6000,13218183,,75.4700,78.2700,72.5100,77.7000,491018048,,108.2200,119.7500,107.7200,118.9300,820471729,,306.2400,341.2600,292.2900,338.6400,68993021,,393.2300,395.5200,344.0000,346.5900,36663139,,31.3500,33.5400,30.5600,33.4300,188647975,,75.9700,81.6400,75.4700,81.2100,70253373,,93.3500,99.7600,92.6161,99.2900,49744057,,125.3500,135.7800,123.3700,134.3600,72403039,,93.7800,97.5000,93.0200,96.8100,89672978,
2014-10-31,36.3900,38.4200,34.8800,37.2200,22193540,,78.7800,81.1600,70.3200,74.9900,1083643275,,100.5900,108.0400,95.1800,108.0000,1360280122,,322.0400,325.1600,284.0000,305.4600,111120640,,448.6900,467.9900,331.0000,392.7700,83355312,,31.9700,34.2400,28.8200,31.4000,447414867,,75.6800,77.6650,70.7700,75.5600,116204390,,88.9100,94.1400,83.8500,92.9700,91830415,,127.3700,128.0000,116.3200,124.9100,107362915,,94.3700,95.2900,89.3400,93.7300,136823055,
2014-09-30,37.7800,38.3101,35.3500,36.4100,11505786,,75.0100,79.7067,73.0700,79.0400,719738102,,103.0600,103.7400,96.1400,100.7500,1523782675,,339.9800,349.3800,317.6400,322.4400,68006506,,478.5000,489.2867,438.8801,451.1800,38306261,,34.8800,35.1400,31.6700,31.9400,261675440,,77.7000,77.9800,73.7800,75.4600,83276081,,78.3500,90.2900,78.3500,89.2000,107272776,,125.6200,129.8700,124.1000,127.3800,75172642,,93.2400,97.3000,90.5301,94.8100,145519434,
2014-08-29,37.7500,38.3400,36.8300,37.9000,15022800,,72.2200,75.9900,71.5500,74.8200,589592700,,94.9000,102.9000,93.2800,102.5000,930931500,,313.6900,346.6700,304.5880,339.0400,62015200,,421.7600,485.3000,412.5100,477.6400,39182700,,33.7900,35.0000,32.8000,34.8000,203297500,,77.5000,78.4700,76.1600,77.8100,61838800,,79.7900,80.3000,75.9000,78.5500,57656400,,120.4500,129.1300,117.8700,126.8000,79252200,,94.3000,95.3700,92.9200,93.7200,103879800,
2014-07-31,36.4000,38.4500,36.0600,37.8100,15398500,,67.5800,76.7400,62.2100,72.6500,1025679500,,93.5200,99.4400,92.5700,95.6000,1035191700,,325.8600,364.8500,311.8600,312.9900,99337300,,456.2300,475.8700,418.5200,422.7200,61405600,,36.2500,38.1500,33.7800,33.8200,305500900,,77.8900,80.6400,77.1200,77.6800,87158600,,77.7300,79.9400,76.3000,77.1300,63996591,,127.6600,130.5800,120.4100,120.4800,111816600,,100.4300,101.3600,94.5600,94.5600,116896600,
2014-06-30,35.0600,36.4562,34.0700,36.3600,18482500,,63.2300,68.0000,61.7900,67.2900,862067700,,633.9600,651.2600,89.6500,92.9300,853194497,,312.5900,340.7199,303.8400,324.7800,76493200,,419.4800,450.8200,412.5000,440.6000,50380000,,34.5400,37.1800,34.2900,36.3000,325850100,,73.2200,78.3500,73.1600,77.3800,78709100,,76.9900,79.1500,73.1400,77.5500,82659800,,135.5000,138.3900,126.2000,127.2300,78754100,,101.3900,102.6200,99.4100,100.7400,87062600,
2014-05-30,36.1800,36.4400,34.6200,34.6900,15257500,,60.4300,64.3000,56.2600,63.3000,1120155500,,592.0000,644.1700,580.3300,633.0000,204845300,,304.1300,314.8700,284.3800,312.5500,78579200,,324.0500,421.7400,314.3600,417.8300,74833900,,34.6700,35.4300,32.6100,34.5800,264085600,,70.7500,73.7800,69.1400,73.2400,82742300,,72.8100,76.9300,71.5250,76.9100,56722000,,128.7400,135.4400,128.2700,135.2500,61514500,,100.6800,103.7800,100.3344,101.4300,86521200,
2014-04-30,34.2200,36.5600,33.8400,36.1800,17141400,,60.4600,63.9100,54.6600,59.7800,1884621400,,537.7600,599.4300,511.3300,590.0900,229823600,,338.0900,348.2950,288.0000,304.1300,138278700,,351.7500,380.8800,299.5000,322.0400,92657900,,34.5000,35.7000,31.7000,34.4800,494224900,,73.6400,74.9800,67.9300,70.6200,114999900,,74.0200,75.1800,70.6000,72.9500,83063200,,126.2400,131.5000,121.9200,129.0200,77966900,,98.1000,101.7800,96.5235,101.3800,114839100,
2014-03-31,34.1300,34.5800,33.2100,34.2000,16144600,,66.9600,72.5900,57.9800,60.2400,1255440000,,523.4200,549.0000,522.8100,536.7400,178632100,,358.7350,383.1100,330.8800,336.3650,75253500,,441.1900,458.0000,349.8800,352.0300,53891400,,35.7000,38.0500,33.5730,34.4200,510773700,,70.0100,78.6400,70.0000,73.3800,121939900,,77.6300,80.0900,73.0100,73.8600,89265900,,127.1800,131.0000,121.3700,125.4900,97798400,,94.2400,99.0700,94.0000,98.0300,119892900,
2014-02-28,36.1700,36.8100,33.6000,34.3400,19708500,,63.0300,71.4400,60.7000,68.4600,1110774100,,502.6100,551.1900,499.3000,526.2400,210013100,,358.9800,365.8650,337.7300,362.1000,83009000,,411.9000,457.7900,397.0100,445.6300,45340600,,36.2700,37.1300,34.3600,36.2000,580146400,,71.0000,75.1900,68.6700,70.9600,129933500,,72.7600,79.0550,69.8500,78.3000,68440100,,124.2400,130.9399,118.7700,128.9200,119986800,,94.5400,97.0000,92.2200,95.1500,94318500,
2014-01-31,37.5800,38.3400,35.6600,36.0600,13536800,,54.8300,63.3700,51.8500,62.5700,1294714800,,555.6800,560.2000,493.5500,500.6000,313069800,,398.8000,408.0600,357.7600,358.6900,81011900,,366.8100,412.4000,319.0700,409.3300,85774100,,40.6800,41.0599,35.8800,36.0800,540681600,,78.0700,78.2700,70.8700,71.1200,145589500,,78.1500,78.8300,71.5100,72.8500,83985300,,136.0100,144.5710,123.0800,125.2600,113971400,,96.8100,97.0800,92.8700,94.1700,115669600,
2013-12-31,37.3100,38.1900,36.3300,37.8200,12912500,,46.9000,58.5800,46.2600,54.6490,1517533200,,558.0000,575.1358,538.8000,561.0200,252049900,,399.0000,405.6300,379.5000,398.7900,55686700,,364.8800,383.9600,352.0000,368.1700,44758400,,39.1000,41.8500,37.6800,40.8700,547904500,,81.4900,81.6890,75.9100,78.3900,93360700,,79.4700,80.2600,75.4200,78.6400,81139400,,134.9900,138.8800,130.5500,136.4900,78680000,,97.2900,97.2900,94.0400,97.0300,90582200,
2013-11-29,37.5700,38.7300,37.1982,37.3800,13093100,,50.8500,52.0900,43.5500,47.0100,1357311900,,524.0200,558.3300,512.3800,556.0700,186612700,,365.6300,394.0999,341.8800,393.6200,54207700,,328.8300,367.8000,325.1500,365.8000,49079700,,37.1700,39.1800,35.9100,38.7300,433507200,,81.5400,82.5000,79.0000,81.4600,87903200,,75.8000,79.8699,75.5800,79.1400,51123800,,130.9000,142.0000,130.5800,134.2500,88250600,,96.5200,99.2700,96.3200,97.3700,127462000,
